balance,zero_activity_freq,cumulativeincome,lag_balance,lag_cumulativeincome,rolling_mean_balance,rolling_mean_cumulativeincome,rolling_std_cumulativeincome,balance_error_flag,has_trigger
-0.013555097463643969,-0.07181815319932991,-0.0056796858687541895,-0.016666627932204765,-0.001524648394242439,-0.009098306898556294,0.0006094167972138798,-0.018559180312638507,-0.09761019830604264,-0.04499528581923457
-0.013253469756390265,-0.07233790005223628,-0.0026158663543298464,-0.019912572713989694,0.0025622730603136468,-0.011824054603525307,-0.00037910309453514804,-0.019104041549160216,-0.09681165722074957,-0.045200905143048385
-0.011873645539465565,-0.07080660316206955,-0.0010626258733115734,-0.01757610685011748,-0.0019570076733844725,-0.007788705554884281,-0.0015428213384850533,-0.019182998569835935,-0.10046722890503477,-0.046619697359950946
-0.01301969902632888,-0.07657259159027907,-0.003238399121617241,-0.01807368462982546,0.0011394022037739537,-0.006613348239424024,0.0014400013044827088,-0.01944579177576633,-0.09803999154889101,-0.04645349276811002
-0.012787455207174765,-0.07421641032680659,-0.004875864257597123,-0.015628274226448278,0.0013720252455008408,-0.010559137843685734,0.002082526567443283,-0.02224555545263217,-0.09412706741383431,-0.04789253427183142
-0.011566378037257552,-0.07332950221670671,-0.005191241252345244,-0.020544325467437785,-0.0024378000741749357,-0.006286597695741196,0.0022175404132853682,-0.017872634701144002,-0.09825394862815884,-0.04561302900841568
-0.013170915261837718,-0.07499810277585268,-0.003495331020036109,-0.018405312426682727,-0.0035141806583500732,-0.01169061915381999,0.00495697482399865,-0.017520591388128177,-0.09624006457697228,-0.044799961842803
-0.012582606413265363,-0.07179615452763759,-0.0012673727145605207,-0.018280777301871668,-0.006760073120314627,-0.010099559486047646,0.0022255282530119214,-0.017737534672721753,-0.09772834958613429,-0.04485138954407018
-0.010040746919280136,-0.07431362412279029,-0.0055583375179143356,-0.017726515397873906,-0.000809653887647285,-0.012251943195405662,0.0016314368036708382,-0.01676750470989347,-0.09641769363471381,-0.0466238935965689
-0.010828370479274593,-0.0734642542677484,-0.0024619343244285563,-0.020455270973260886,-0.0019903900822162302,-0.010428401961769902,0.0004407296953501394,-0.015437301189904006,-0.09857151156895622,-0.04568195622444496
-0.008372604500287506,-0.07271377478844375,-0.005074819629327932,-0.019345751334845143,-0.0035691430106056738,-0.010465723430352849,0.0019476213998348424,-0.018454553901931015,-0.09833566849381427,-0.04449439402514295
-0.010826636544177808,-0.0720139477608399,-0.0032362864924017657,-0.01762514703025666,-0.0007168782888735946,-0.013734439892766325,0.0011064122423221079,-0.019356349449725797,-0.09778810751140403,-0.04468756341993856
-0.008815848893602964,-0.07000077249030505,0.0006012201094759972,-0.019946054848171454,-0.0003606124828174924,-0.011481158533309404,0.0013277232134647668,-0.020773815235355837,-0.10262830094271554,-0.04680145479822273
-0.011754457772293437,-0.07241766654512737,-0.003342849750350619,-0.015632942505433983,-0.004223508412090155,-0.010603391731501145,0.0012928616981302543,-0.0188732531534377,-0.0954450048950325,-0.04787894097230378
-0.013369444049138446,-0.07217463235423555,-0.0006617352111268787,-0.019051037230013997,-0.0005691331458824333,-0.013994388905753536,0.0006719293638695056,-0.01671597954872122,-0.0966333001503006,-0.046381518259527264
